ID_FILM,TITRE,GENRES,TAGS
136353,Scooby-Doo ! et le monstre du Loch Ness,Animation|Aventure|Comédie|Familial|Fantastique|Mystère,animation aventure comédie familial fantastique mystère
136355,Scooby-Doo ! Tous en piste,Animation|Comédie|Familial|Mystère,animation comédie familial mystère
136359,Scooby-Doo !  à Hollywood,Animation|Comédie|Téléfilm,animation comédie téléfilm
136443,Gabriel Iglesias: Hot and Fluffy,Comédie,comédie
136445,George Carlin: Back in Town,Comédie|Documentaire|Téléfilm,comédie documentaire téléfilm
136447,George Carlin: You Are All Diseased,Comédie|Documentaire|Téléfilm,comédie documentaire téléfilm
136449,Ghost in the Shell 2.0,Action|Animation|Science-Fiction,action animation science-fiction
136469,Larry David: Curb Your Enthusiasm,Comédie,comédie
136471,Kevin Hart: Laugh at My Pain,Comédie,comédie
136503,Tom et Jerry - La Chasse au trésor,Animation|Comédie|Familial,animation comédie familial
136511,Jeff Dunham: All Over the Map,Comédie,comédie
136540,The FP,Comédie,comédie
136556,Kung Fu Panda : Les Secrets des Maîtres,Action|Animation,action animation
136562,Steve Jobs,Drame|Histoire,drame histoire
136654,L'Affaire Jessica Fuller,Drame|Thriller,drame thriller
136664,Wild Horses,Crime|Drame|Thriller,crime drame thriller
136666,Search Party,Comédie,comédie
136778,The Squeeze,Comédie|Drame,comédie drame
136786,Manipulation : La Voisine d'à côté,Drame|Thriller,drame thriller
136800,Robots Supremacy,Action|Aventure|Science-Fiction,action aventure science-fiction
136816,Bad Asses on the Bayou,Action|Comédie,action comédie
136834,The Eye 3 : L'au-delà,Comédie|Horreur|Thriller,comédie horreur thriller
136838,Mariage à la turque,Comédie|Romance|Téléfilm,comédie romance téléfilm
136840,Da geht noch was!,Comédie|Drame|Romance,comédie drame romance
136850,Cactus Jack,Comédie|Western,comédie western
136864,Batman v Superman : L'Aube de la Justice,Action|Aventure|Fantastique,action aventure fantastique
136912,Ο Θεός Αγαπάει το Χαβιάρι,Aventure|Histoire,aventure histoire
136958,The Mortuary Collection,Fantastique|Horreur,fantastique horreur
137218,April Morning,Drame|Téléfilm,drame téléfilm
137337,Amy,Documentaire|Musique,documentaire musique
137345,Ce démon intérieur,Crime|Thriller,crime thriller
137517,Carnival Magic,Drame|Familial|Fantastique,drame familial fantastique
137595,Magic Mike XXL,Comédie|Drame,comédie drame
137863,Dragon Ball Z - La Résurrection de ‘F’,Action|Animation|Science-Fiction,action animation science-fiction
138036,Agents très spéciaux : Code U.N.C.L.E.,Action|Aventure|Comédie,action aventure comédie
138186,Sand and Sorrow,Documentaire,documentaire
138204,7 Days in Hell,Comédie|Téléfilm,comédie téléfilm
138208,The Walk : Rêver plus haut,Aventure|Drame|Thriller,aventure drame thriller
138210,13 Hours,Action|Drame|Guerre|Histoire|Thriller,action drame guerre histoire thriller
138396,Un jour tu dois partir,Comédie|Drame,comédie drame
138546,The Opposite Sex,Comédie,comédie
138610,Gallows,Horreur|Thriller,horreur thriller
138632,TOKYO TRIBE,Action|Crime|Drame|Musique|Science-Fiction,action crime drame musique science-fiction
138798,Joe la crasse 2,Comédie,comédie
138835,Return to Treasure Island,Aventure,aventure
138966,"Nasu, un été en andalousie",Action|Animation,action animation
139052,Dark Places,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
139157,மாஸ் என்கிற மாசிலாமணி,Comédie|Horreur|Thriller,comédie horreur thriller
139415,L’Homme irrationnel,Comédie|Crime|Drame,comédie crime drame
139511,Exte,Horreur|Mystère|Thriller,horreur mystère thriller
139640,Oups! J'ai raté l'arche...,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
139642,La Rage au Ventre,Action|Drame,action drame
139644,Sicario,Action|Crime|Thriller,action crime thriller
139655,Goodnight Mommy,Drame|Horreur|Mystère,drame horreur mystère
139717,10 Cent Pistol,Action|Crime|Thriller,action crime thriller
139747,Before We Go,Comédie|Drame|Romance,comédie drame romance
139855,Anomalisa,Animation|Comédie|Drame|Romance,animation comédie drame romance
139857,Colonia,Drame|Horreur|Romance|Thriller,drame horreur romance thriller
139859,Ghost in the Shell Arise - Border 2 : Ghost Whispers,Action|Animation|Science-Fiction|Thriller,action animation science-fiction thriller
139915,Teach me love,Comédie,comédie
139994,Fracchia contro Dracula,Comédie|Horreur,comédie horreur
140016,Always Watching: A Marble Hornets Story,Horreur,horreur
140038,Fou d'amour,Comédie,comédie
140110,Le Nouveau Stagiaire,Comédie,comédie
140133,Hollywood Chainsaw Hookers,Comédie|Horreur,comédie horreur
140265,George Carlin: Jammin' in New York,Comédie|Documentaire|Téléfilm,comédie documentaire téléfilm
140359,Doctor Who - La conquête de Mars,Science-Fiction|Téléfilm,science-fiction téléfilm
140481,"Les Griffin : Something, Something, Something, Dark Side",Animation|Comédie|Fantastique|Science-Fiction,animation comédie fantastique science-fiction
140541,El hotel eléctrico,Fantastique,fantastique
140561,Jeff Ross Roasts Criminals: Live at Brazos County Jail,Comédie,comédie
140627,Résistance,Drame|Guerre|Romance,drame guerre romance
140711,American Ultra,Action|Comédie,action comédie
140715,N.W.A : Straight Outta Compton,Drame|Histoire|Musique,drame histoire musique
140725,Cop Car,Thriller,thriller
140737,Inside the Lost Room,Documentaire,documentaire
140816,Tangerine,Comédie|Drame,comédie drame
140850,Every Secret Thing,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
140852,964 Pinocchio,Horreur|Science-Fiction,horreur science-fiction
141004,Docteur Frankenstein,Drame|Science-Fiction|Thriller,drame science-fiction thriller
141400,La Fureur Shaolin,Action,action
141408,Manuel de survie à l'apocalypse zombie,Comédie|Horreur,comédie horreur
141422,Les Suffragettes,Drame|Histoire,drame histoire
141513,Fort Tilden,Comédie,comédie
141544,Turbo Kid,Action|Aventure|Comédie|Science-Fiction,action aventure comédie science-fiction
141646,The Unauthorized Saved by the Bell Story,Comédie|Drame|Téléfilm,comédie drame téléfilm
141718,Deathgasm,Comédie|Horreur|Musique,comédie horreur musique
141749,The Danish girl,Drame,drame
141799,Cooties,Comédie|Horreur,comédie horreur
141810,Le Marathon d'automne,Comédie|Drame,comédie drame
141816,12 стульев,Aventure|Comédie,aventure comédie
141818,Обыкновенное чудо,Comédie|Drame|Fantastique|Romance,comédie drame fantastique romance
141820,Старики-разбойники,Comédie,comédie
141830,Incroyables aventures d'Italiens en Russie,Aventure|Comédie,aventure comédie
141836,They Say It Can't Be Done,, 
141846,Steve Jobs: The Man in the Machine,Documentaire,documentaire
141866,Green Room,Crime|Horreur|Thriller,crime horreur thriller
141890,Beasts of No Nation,Drame|Guerre,drame guerre
141928,Bloodsucking Bastards,Comédie|Horreur,comédie horreur
141994,Saving Christmas,Comédie|Familial,comédie familial
142074,Knock Knock,Drame|Horreur|Thriller,drame horreur thriller
142115,ウルトラマンコスモス2 THE BLUE PLANET,Action|Aventure|Familial|Science-Fiction,action aventure familial science-fiction
142196,Cornered !,Comédie|Horreur,comédie horreur
142366,La Fin absolue du monde,Horreur|Téléfilm,horreur téléfilm
142372,Our Brand Is Crisis,Comédie|Drame,comédie drame
142420,High-Rise,Drame,drame
142422,The Night Before,Aventure|Comédie|Fantastique,aventure comédie fantastique
142424,Into the Forest,Drame|Science-Fiction,drame science-fiction
142444,The Editor,Comédie|Horreur|Mystère,comédie horreur mystère
142456,Le Tout nouveau testament,Comédie|Drame|Fantastique,comédie drame fantastique
142488,Spotlight,Drame|Histoire|Thriller,drame histoire thriller
142507,Le Prodige,Drame|Thriller,drame thriller
142536,À vif !,Drame,drame
142550,Ryuzo and the seven Henchmen,Action|Comédie,action comédie
142558,Si yo fuera rico,Comédie,comédie
142598,Last  Shift,Horreur|Thriller,horreur thriller
142602,你誰,Animation|Drame,animation drame
142831,Garam Masala,, 
142961,Life Eternal,Animation|Familial|Musique,animation familial musique
142997,Hôtel Transylvanie 2,Animation|Comédie|Familial|Fantastique,animation comédie familial fantastique
143001,Anti-Social,Crime,crime
143031,Jump In!,Comédie|Drame|Romance,comédie drame romance
143245,Le Petit Prince,Animation|Aventure|Familial|Fantastique,animation aventure familial fantastique
143255,Narcopolis,Mystère|Science-Fiction|Thriller,mystère science-fiction thriller
143257,Ashby,Comédie|Drame|Romance,comédie drame romance
143365,The Circle,Drama|Science Fiction|Thriller,drama sciencefiction thriller
143385,Le pont des espions,Drame|Thriller,drame thriller
143410,혜영,Romance,romance
143458,催眠大师,Drame|Mystère|Thriller,drame mystère thriller
143472,Piégés,Action|Horreur|Thriller,action horreur thriller
143525,天の茶助,Comédie|Drame,comédie drame
143859,"Ave, César !",Comédie|Drame|Mystère,comédie drame mystère
143896,How to Change the World,Documentaire|Histoire,documentaire histoire
143969,Il est de retour,Comédie,comédie
144210,Just Eat It: A Food Waste Story,Documentaire,documentaire
144222,Bros Before Hos,Comédie,comédie
144262,Slow Learners,Comédie|Romance,comédie romance
144620,Chair de poule - Le Film,Aventure|Comédie|Horreur,aventure comédie horreur
144714,Un homme parfait,Thriller,thriller
144716,Rock the Kasbah,Comédie|Guerre|Musique,comédie guerre musique
144734,Freaks of Nature,Comédie|Horreur|Science-Fiction,comédie horreur science-fiction
144976,Bone Tomahawk,Horreur|Western,horreur western
145080,Extraordinary Tales,Animation|Horreur|Mystère,animation horreur mystère
145150,Haute Couture,Comédie|Drame|Western,comédie drame western
145283,Nowitzki: The Perfect Shot,Documentaire,documentaire
145418,Dalton Trumbo,Drame,drame
145491,Liées par le secret,Comédie|Crime|Familial,comédie crime familial
145724,Idaho Transfer,Science-Fiction,science-fiction
145839,Seul contre tous,Drame|Histoire,drame histoire
145935,Snoopy et les Peanuts : Le film,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
145951,Bloodsport 4 : The Dark Kumite,Action|Thriller,action thriller
145994,Формула любви,Comédie|Romance,comédie romance
146024,L'Homme du Boulevard des Capucines,Comédie|Musique|Romance|Western,comédie musique romance western
146028,Приключения Шерлока Холмса и доктора Ватсона: Собака Баскервилей. Часть 1,Aventure|Crime|Mystère|Téléfilm,aventure crime mystère téléfilm
146210,Blue Mountain State: The Rise of Thadland,Comédie,comédie
146244,Dil To Pagal Hai,Comédie|Drame|Romance,comédie drame romance
146309,Le Garçon et la Bête,Action|Animation|Aventure|Drame|Fantastique,action animation aventure drame fantastique
146656,Creed : L'héritage de Rocky Balboa,Drame,drame
146662,Dragons : Le cadeau du Furie Nocturne,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
146682,Jumeaux,Documentaire|Familial,documentaire familial
146684,Scrat-tastrophe Cosmique,Animation|Aventure|Comédie|Familial|Science-Fiction,animation aventure comédie familial science-fiction
146688,Prémonitions,Crime|Mystère|Thriller,crime mystère thriller
146730,Lost in the Sun,Action|Crime|Drame|Thriller,action crime drame thriller
147142,Nos jours heureux,Comédie|Familial,comédie familial
147250,Sherlock Holmes et le Dr Watson - le combat mortel,Aventure|Crime|Mystère|Téléfilm,aventure crime mystère téléfilm
147282,О чём ещё говорят мужчины,Comédie|Romance,comédie romance
147300,Приключения Шерлока Холмса и доктора Ватсона: Двадцатый век начинается,Aventure|Crime|Mystère,aventure crime mystère
147330,Шерлок Холмс и Доктор Ватсон: Знакомство,Aventure|Crime|Mystère|Téléfilm,aventure crime mystère téléfilm
147372,Doctor Who : Douce nuit,Aventure|Drame|Science-Fiction,aventure drame science-fiction
147374,"Doctor Who - Le docteur, la veuve et la forêt de Noël",Drame|Science-Fiction,drame science-fiction
147376,Doctor Who - Le fantôme des Noëls passés,Science-Fiction,science-fiction
147378,Doctor Who - Planète morte,Science-Fiction|Téléfilm,science-fiction téléfilm
147380,Doctor Who - Cyber Noël,Science-Fiction|Téléfilm,science-fiction téléfilm
147382,Doctor Who - Une Croisiere Autour De La Terre,Science-Fiction|Téléfilm,science-fiction téléfilm
147384,Doctor Who - Le mariage de Noël,Science-Fiction,science-fiction
147410,A perfect day (Un jour comme un autre),Comédie|Drame|Guerre,comédie drame guerre
147657,叉手,Action|Drame,action drame
147662,Le Bras de la vengeance,Action,action
147936,Nekem lámpást adott kezembe az Úr Pesten,Comédie|Drame,comédie drame
148166,Hitchcock/Truffaut,Documentaire,documentaire
148238,A Very Murray Christmas,Comédie|Musique,comédie musique
148424,Chi-Raq,Comédie|Crime|Drame,comédie crime drame
148482,The Whole Truth,Horreur,horreur
148592,Just Jim,Comédie,comédie
148626,The Big Short : Le Casse du siècle,Comédie|Drame,comédie drame
148632,Applesauce,Comédie,comédie
148652,The Ridiculous 6,Comédie|Western,comédie western
148667,John Mulaney: The Comeback Kid,Comédie,comédie
148709,Mojave,Thriller,thriller
148775,"Les Sorciers de Waverly Place, le film",Aventure|Comédie|Drame|Familial|Fantastique|Téléfilm,aventure comédie drame familial fantastique téléfilm
148881,World of Tomorrow,Animation|Drame|Science-Fiction,animation drame science-fiction
148888,Zoolander 2,Comédie,comédie
148956,"Célibataire, mode d'emploi",Comédie|Romance,comédie romance
148978,Blue Exorcist,Action|Animation|Fantastique|Horreur|Mystère,action animation fantastique horreur mystère
148982,Les chiens de l'enfer,Horreur|Téléfilm,horreur téléfilm
149011,He Never Died,Comédie|Drame|Fantastique|Horreur,comédie drame fantastique horreur
149144,Parasyte Part 1,Horreur|Science-Fiction,horreur science-fiction
149146,Parasyte Part 2,Horreur|Science-Fiction,horreur science-fiction
149330,A Cosmic Christmas,Animation|Familial|Science-Fiction|Téléfilm,animation familial science-fiction téléfilm
149334,Nocturnal Animals,Drame|Thriller,drame thriller
149350,Lumberjack Man,Comédie|Horreur,comédie horreur
149352,Very Bad Dads,Comédie,comédie
149380,Un Noël à la maison,Romance|Téléfilm,romance téléfilm
149406,Kung Fu Panda 3,Action|Animation|Aventure|Comédie|Familial,action animation aventure comédie familial
149566,Unicorn City,Comédie|Romance,comédie romance
149590,Men on fire,Drame|Thriller,drame thriller
149612,Duels,Action|Drame|Thriller,action drame thriller
149830,Orgueil et Préjugés et Zombies,Comédie|Horreur|Romance|Thriller,comédie horreur romance thriller
149902,Garm Wars: The Last Druid,Action|Science-Fiction|Thriller,action science-fiction thriller
150254,The Devil's Candy,Drame|Horreur|Thriller,drame horreur thriller
150401,Close Range,Action|Crime,action crime
150548,Sherlock: L'Effroyable Mariée,Crime|Drame|Mystère|Téléfilm,crime drame mystère téléfilm
150596,Doctor Who - Les maris de River Song,Comédie|Drame|Science-Fiction|Téléfilm,comédie drame science-fiction téléfilm
150604,Moonwalkers,Comédie,comédie
150696,The Tomorrow War,Action|Aventure|Science-Fiction,action aventure science-fiction
150993,Anacleto: Agente secreto,Action|Comédie,action comédie
151311,Le Teckel,Comédie|Drame,comédie drame
151317,Maggie a un plan,Comédie|Drame|Romance,comédie drame romance
151479,Flash II: Revenge of the Trickster,Action|Fantastique|Science-Fiction,action fantastique science-fiction
151501,Suspicions,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
151557,Stonewall,Drame|Histoire,drame histoire
151653,Welcome to Happiness,Comédie|Drame|Fantastique,comédie drame fantastique
151687,La résurrection du Christ,Drame|Histoire,drame histoire
151695,The Survivalist,Drame|Science-Fiction|Thriller,drame science-fiction thriller
151739,Dirty Papy,Comédie,comédie
151745,"Reptilicus, le monstre des mers",Horreur|Science-Fiction,horreur science-fiction
151759,Noam Chomsky : Requiem pour le rêve américain,Documentaire,documentaire
151763,Death Note Relight: La Vision d'un Dieu,Animation|Crime|Drame|Fantastique|Téléfilm|Thriller,animation crime drame fantastique téléfilm thriller
151769,Трое из Простоквашино,Animation,animation
151777,The Finest Hours,Action|Drame|Histoire|Thriller,action drame histoire thriller
151781,Ghost in the Shell : S.A.C. - Solid State Society,Action|Animation|Crime|Science-Fiction|Thriller,action animation crime science-fiction thriller
152037,Grease Live!,Musique|Téléfilm,musique téléfilm
152063,Gods of Egypt,Action|Aventure|Fantastique,action aventure fantastique
152065,L'Étreinte du serpent,Aventure|Drame,aventure drame
152077,10 Cloverfield Lane,Drame|Horreur|Science-Fiction|Thriller,drame horreur science-fiction thriller
152081,Zootopie,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
152083,Whiskey Tango Foxtrot,Comédie|Drame|Guerre,comédie drame guerre
152085,Desierto,Drame|Thriller,drame thriller
152091,Grimsby : Agent trop spécial,Action|Comédie,action comédie
152105,La British Compagnie,Comédie,comédie
152173,Thriller de Michael Jackson,Horreur|Musique,horreur musique
152270,The Wait,Drame,drame
152372,666 Road,Fantastique|Horreur|Science-Fiction|Thriller,fantastique horreur science-fiction thriller
152658,L'assistant du Père Noël,Comédie|Familial,comédie familial
152711,Who Killed Chea Vichea?,Documentaire|Histoire|Thriller,documentaire histoire thriller
152970,À la Poursuite de Ricky Baker,Aventure|Comédie|Drame,aventure comédie drame
153070,Rabbits,Fantastique|Horreur|Mystère,fantastique horreur mystère
153236,Genius Party Beyond,Animation,animation
153386,Vive les Fantômes,Comédie|Familial|Fantastique|Musique,comédie familial fantastique musique
153408,Charleston et Vendetta,Comédie|Drame|Fantastique,comédie drame fantastique
154358,"La BARKLEY, de la passion ultra trail à la quête de soi",Documentaire|Histoire,documentaire histoire
154975,Merci Patron !,Comédie|Documentaire,comédie documentaire
155064,The Neon Demon,Drame|Horreur|Thriller,drame horreur thriller
155168,Fraktus - Le dernier chapitre de l’histoire de la musique,Comédie|Musique,comédie musique
155288,Eye In the Sky,Drame|Guerre|Thriller,drame guerre thriller
155358,La grande aventure d'un chien en or,Animation|Familial,animation familial
155509,Mr. Right,Action|Comédie|Crime|Romance,action comédie crime romance
155659,Florence Foster Jenkins,Comédie|Drame,comédie drame
155743,Mariage à la grecque 2,Comédie|Romance,comédie romance
155774,Rodéo,Drame,drame
155812,Get a Job,Comédie,comédie
155820,Keanu,Action|Comédie|Crime,action comédie crime
155892,Me Him Her,Comédie,comédie
156025,L’Âge de glace : La Grande Chasse aux œufs,Animation|Aventure|Comédie|Familial|Téléfilm,animation aventure comédie familial téléfilm
156371,Everybody Wants Some!!,Comédie,comédie
156387,Sing Street,Comédie|Drame|Musique|Romance,comédie drame musique romance
156605,Pandemic,Action|Horreur|Science-Fiction,action horreur science-fiction
156607,Le chasseur et la reine des glaces,Action|Aventure|Drame,action aventure drame
156609,Nos Pires Voisins 2,Comédie,comédie
156706,Le Casse,Crime|Thriller,crime thriller
156781,Jimmy Carr: Telling Jokes,Comédie,comédie
156783,Jimmy Carr: Making People Laugh,Comédie,comédie
157110,00 Schneider - Jagd auf Nihil Baxter,Comédie|Crime,comédie crime
157122,L'Homme qui défiait l'infini,Drame,drame
157130,Malgré la neige qui tombe,Drame|Romance|Thriller,drame romance thriller
157172,Wizards of the Lost Kingdom II,Action|Fantastique,action fantastique
157200,Money Monster,Drame|Thriller,drame thriller
157270,Barbershop : A Fresh Cut,Comédie|Drame,comédie drame
157296,Le Monde de Dory,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
157340,Angry Birds : Le film,Animation|Aventure|Comédie,animation aventure comédie
157369,Bakuman,Comédie|Drame,comédie drame
157407,The revenge,Action|Crime|Drame|Thriller,action crime drame thriller
157432,Precious Cargo,Action|Crime|Thriller,action crime thriller
157699,Snowden,Crime|Drame|Histoire|Thriller,crime drame histoire thriller
157865,"Ratchet & Clank, le film",Action|Animation|Aventure|Familial,action animation aventure familial
158022,Kicking Off,Comédie|Crime,comédie crime
158027,Sori : Voice from the Heart,Drame|Science-Fiction,drame science-fiction
158035,Gintama Kanketsu-hen : Yorozuya yo Eien Nare,Action|Animation|Comédie|Science-Fiction,action animation comédie science-fiction
158238,The Nice Guys,Action|Comédie|Crime,action comédie crime
158388,Buck Rogers au 25e siècle,Science-Fiction,science-fiction
158398,Härlig är jorden,Comédie|Drame,comédie drame
158528,Instinct de survie,Drame|Horreur|Thriller,drame horreur thriller
158721,Gen-X Cops,Action|Comédie|Thriller,action comédie thriller
158783,Mademoiselle,Drame|Romance|Thriller,drame romance thriller
158813,Alice de l'autre côté du miroir,Aventure|Familial|Fantastique,aventure familial fantastique
158830,Le BGG : Le Bon Gros Géant,Aventure|Familial|Fantastique,aventure familial fantastique
158842,Ma Scientologie Film,Documentaire,documentaire
158874,けんか空手 極真拳,Action|Drame,action drame
158882,Ma nounou est un homme !,Comédie|Drame|Romance|Téléfilm,comédie drame romance téléfilm
158966,Captain Fantastic,Aventure|Drame,aventure drame
158972,Toni Erdmann,Comédie|Drame,comédie drame
159061,The Strangers,Horreur|Mystère,horreur mystère
159069,Комедия строгого режима,Comédie,comédie
159077,Ma mère et moi,Comédie|Drame,comédie drame
159093,Insaisissables 2,Action|Comédie|Thriller,action comédie thriller
159161,Ali Wong: Baby Cobra,Comédie,comédie
159403,Manie Manie,Animation|Aventure|Fantastique|Science-Fiction,animation aventure fantastique science-fiction
159415,Swiss Army Man,Aventure|Comédie|Drame|Fantastique|Romance,aventure comédie drame fantastique romance
159441,The Do-Over,Action|Aventure|Comédie,action aventure comédie
159510,La mort a souri à l'assassin,Horreur,horreur
159690,Ninja Turtles 2,Action|Aventure|Comédie|Familial|Science-Fiction,action aventure comédie familial science-fiction
159717,The Fundamentals of Caring,Comédie|Drame,comédie drame
159755,Popstar : Célèbre à tout prix,Comédie|Musique,comédie musique
159811,Rabbit Ears -  The Bremen Town Musicians,, rabbitearsproductions
159817,Invasion: Planet Earth,Action|Aventure|Science-Fiction,action aventure science-fiction
159849,Bo Burnham: Make Happy,Comédie,comédie
159858,Conjuring 2 : Le cas Enfield,Horreur|Thriller,horreur thriller
160271,Agents presque secrets,Action|Comédie|Crime|Mystère,action comédie crime mystère
160289,O.J. - Made in America,Crime|Documentaire|Histoire,crime documentaire histoire
160341,Bloodmoon,Action|Thriller,action thriller
160400,Genius,Drame|Histoire,drame histoire
160422,The Wooden Horse,Drame|Guerre,drame guerre
160438,Jason Bourne,Action|Thriller,action thriller
160440,The Maid's Room,Thriller,thriller
160527,Guerre des Gangs à Okinawa,Action|Crime|Drame,action crime drame
160563,Tarzan,Action|Aventure|Fantastique,action aventure fantastique
160571,Dans le Noir,Horreur|Mystère|Thriller,horreur mystère thriller
160644,Indignation,Drame|Romance,drame romance
160646,Goat,Drame,drame
160684,Marauders,Action|Crime|Thriller,action crime thriller
160718,Piper,Animation|Familial,animation familial
160730,Beyond Lies,Thriller,thriller
160836,Hazard,Crime|Drame,crime drame
160848,La tortue rouge,Animation|Drame|Familial|Fantastique,animation drame familial fantastique
160872,Satanic,Horreur|Mystère|Thriller,horreur mystère thriller
160954,Nerve,Aventure|Crime|Mystère,aventure crime mystère
160978,Hellevator,, 
160980,Sully,Drame|Histoire,drame histoire
161008,The Forbidden Dance,Drame|Romance,drame romance
161024,Jim Jefferies: Freedumb,Comédie,comédie
161032,The Grandmother,Drame|Horreur,drame horreur
161044,Webmaster,Science-Fiction,science-fiction
161127,Infiltrator,Crime|Drame|Thriller,crime drame thriller
161131,War Dogs,Comédie|Crime|Drame,comédie crime drame
161290,Vigilante Diaries,Action,action
161354,Batman: The Killing Joke,Action|Animation|Crime|Drame,action animation crime drame
161580,Bad Moms,Comédie,comédie
161582,Comancheria,Crime|Western,crime western
161594,Final Fantasy XV : Kingsglaive,Action|Animation|Science-Fiction,action animation science-fiction
161918,Sharknado : The 4th Awakens,Comédie|Science-Fiction,comédie science-fiction
161922,The Edge of Seventeen,Comédie|Drame,comédie drame
161966,Elle,Drame|Thriller,drame thriller
162082,Dernier train pour Busan,Action|Horreur|Thriller,action horreur thriller
162344,Tom Segura: Mostly Stories,Comédie,comédie
162578,Kubo et l'armure magique,Animation|Aventure|Familial,animation aventure familial
162590,Bridget Jones Baby,Comédie|Romance,comédie romance
162598,Deepwater,Action|Drame,action drame
162600,Miss Peregrine et les enfants particuliers,Aventure|Drame|Familial|Fantastique,aventure drame familial fantastique
162602,La Fille du train,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
162606,Mr Wolff,Crime|Drame|Thriller,crime drame thriller
162828,Imperium,Crime|Drame|Mystère|Thriller,crime drame mystère thriller
162968,Kizumonogatari Partie 1 - Sang d'acier,Action|Animation|Fantastique|Horreur|Mystère,action animation fantastique horreur mystère
163056,Godzilla: Resurgence,Action|Horreur|Science-Fiction,action horreur science-fiction
163112,Winnie l'ourson rend visite,Animation|Familial,animation familial
163134,Your Name,Drame|Fantastique|Romance,drame fantastique romance
163527,Comedy Central Roast of David Hasselhoff,Comédie,comédie
163639,DC Super Hero Girls : L'Héroïne de l'année,Action|Animation|Familial,action animation familial
163645,Tu ne tueras point,Drame|Guerre|Histoire,drame guerre histoire
163653,David Cross: Making America Great Again,Comédie,comédie
163809,Over the Garden Wall,Comédie|Musique|Romance,comédie musique romance
163925,Clochette et le secret des fées,Animation|Aventure|Familial|Fantastique,animation aventure familial fantastique
163937,Blair Witch,Horreur|Thriller,horreur thriller
163981,KM 31,Horreur|Mystère|Thriller,horreur mystère thriller
163985,ARQ,Science-Fiction|Thriller,science-fiction thriller
164200,Cigognes et compagnie,Animation|Aventure|Comédie|Familial,animation aventure comédie familial
164226,Maximum Ride,Action|Aventure|Comédie|Fantastique|Science-Fiction|Thriller,action aventure comédie fantastique science-fiction thriller
164280,Poesía Sin Fin,Drame|Fantastique,drame fantastique
164367,The Last Girl - Celle qui a tous les dons,Drame|Horreur|Science-Fiction|Thriller,drame horreur science-fiction thriller
164375,Tous les chemins mènent à Rome,Comédie|Romance,comédie romance
164540,Amanda Knox,Crime|Documentaire,crime documentaire
164647,Dirty 30,Comédie|Romance,comédie romance
164655,Gimme Danger,Documentaire|Musique,documentaire musique
164707,Figure Libre,Comédie|Drame|Familial|Téléfilm,comédie drame familial téléfilm
164753,Amour et quiproquos,Romance|Téléfilm,romance téléfilm
164881,"Nightwatchmen, les gardiens de la nuit",Action|Fantastique|Science-Fiction|Thriller,action fantastique science-fiction thriller
164909,La La Land,Comédie|Drame|Musique|Romance,comédie drame musique romance
165075,London Town,Drame|Musique,drame musique
165103,Les Espions d'à côté,Action|Comédie,action comédie
165139,Wild Oats,Comédie|Drame,comédie drame
165343,The Rocky Horror Picture Show: Let's Do the Time Warp Again,Comédie|Horreur|Musique|Science-Fiction|Téléfilm|Thriller,comédie horreur musique science-fiction téléfilm thriller
165347,Jack Reacher : Never Go Back,Action,action
165483,Joe Rogan: Triggered,Comédie,comédie
165489,Ethel & Ernest,Animation|Drame|Guerre,animation drame guerre
165529,Flowers for Algernon,Drame,drame
165549,Manchester by the Sea,Drame,drame
165635,The Thinning,Drame|Horreur|Thriller,drame horreur thriller
165639,Team Thor : Partie 1,Comédie|Science-Fiction,comédie science-fiction
165645,Bad Santa 2,Comédie|Crime|Drame|Mystère,comédie crime drame mystère
165671,Ice Guardians,Documentaire,documentaire
165947,Les mémoires d'un assassin international,Action|Comédie,action comédie
165959,Алёша Попович и Тугарин Змей,Animation|Comédie|Drame|Familial|Fantastique,animation comédie drame familial fantastique
165969,HyperNormalisation,Documentaire,documentaire
166015,Bienvenue à Marly-Gomont,Comédie,comédie
166183,Малыш и Карлсон,Animation|Aventure|Familial,animation aventure familial
166203,Bleu saphir,Aventure|Drame|Familial|Fantastique|Romance|Science-Fiction,aventure drame familial fantastique romance science-fiction
166291,Silent Voice,Animation|Drame,animation drame
166461,"Vaiana, la légende du bout du monde",Animation|Aventure|Comédie|Familial,animation aventure comédie familial
166492,Joyeux bordel !,Comédie,comédie
166526,Un Monde entre Nous,Aventure|Drame|Romance|Science-Fiction,aventure drame romance science-fiction
166528,Rogue One - A Star Wars Story,Action|Aventure|Science-Fiction,action aventure science-fiction
166534,Split,Horreur|Thriller,horreur thriller
166558,Underworld : Blood Wars,Action|Fantastique|Horreur|Thriller,action fantastique horreur thriller
166568,Miss Sloane,Drame|Thriller,drame thriller
166635,Passengers,Drame|Romance|Science-Fiction,drame romance science-fiction
166705,Fences,Drame,drame
166946,Le Fondateur,Drame|Histoire,drame histoire
167018,The Boyfriend : Pourquoi lui ?,Comédie,comédie
